Match Date,Season,City,Team 1,Team 2,Toss Winner,Toss Decision,Dl applied,Result,Winner,Won by Runs,Won by Wickets,Player of the Match,Venue,Umpire 1,Umpire 2,Match Id
2013-05-12,2013,Ranchi,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,5,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,2013-05-12_Kolkata Knight Riders_Royal Challengers Bangalore
2013-05-12,2013,Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,5,SR Watson,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,2013-05-12_Rajasthan Royals_Chennai Super Kings
2013-05-11,2013,Pune,Pune Warriors,Mumbai Indians,Pune Warriors,bat,0,normal,Mumbai Indians,0,5,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,2013-05-11_Pune Warriors_Mumbai Indians
2013-05-11,2013,Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,0,normal,Sunrisers Hyderabad,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,2013-05-11_Kings XI Punjab_Sunrisers Hyderabad
2013-05-10,2013,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,0,normal,Royal Challengers Bangalore,4,0,JD Unadkat,Feroz Shah Kotla,NJ Llong,K Srinath,2013-05-10_Delhi Daredevils_Royal Challengers Bangalore
2013-05-09,2013,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,S Ravi,2013-05-09_Kings XI Punjab_Rajasthan Royals
2013-05-09,2013,Pune,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,46,0,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,2013-05-09_Pune Warriors_Kolkata Knight Riders
2013-05-08,2013,Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,0,normal,Chennai Super Kings,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",S Das,NJ Llong,2013-05-08_Sunrisers Hyderabad_Chennai Super Kings
2013-05-07,2013,Jaipur,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,0,normal,Rajasthan Royals,0,9,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,2013-05-07_Rajasthan Royals_Delhi Daredevils
2013-05-07,2013,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,0,normal,Mumbai Indians,65,0,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,2013-05-07_Mumbai Indians_Kolkata Knight Riders
2013-05-06,2013,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,2013-05-06_Kings XI Punjab_Royal Challengers Bangalore
2013-05-05,2013,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,0,normal,Mumbai Indians,60,0,MG Johnson,Wankhede Stadium,HDPK Dharmasena,CK Nandan,2013-05-05_Mumbai Indians_Chennai Super Kings
2013-05-05,2013,Jaipur,Rajasthan Royals,Pune Warriors,Pune Warriors,bat,0,normal,Rajasthan Royals,0,5,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,RJ Tucker,2013-05-05_Rajasthan Royals_Pune Warriors
2013-05-04,2013,Hyderabad,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,0,normal,Sunrisers Hyderabad,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,2013-05-04_Sunrisers Hyderabad_Delhi Daredevils
2013-05-03,2013,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,HDPK Dharmasena,CK Nandan,2013-05-03_Kolkata Knight Riders_Rajasthan Royals
2013-05-02,2013,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,0,normal,Chennai Super Kings,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,2013-05-02_Chennai Super Kings_Kings XI Punjab
2013-05-02,2013,Pune,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,normal,Royal Challengers Bangalore,17,0,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,2013-05-02_Pune Warriors_Royal Challengers Bangalore
2013-05-01,2013,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,0,normal,Sunrisers Hyderabad,0,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,2013-05-01_Sunrisers Hyderabad_Mumbai Indians
2013-05-01,2013,Raipur,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Delhi Daredevils,0,7,DA Warner,Shaheed Veer Narayan Singh International Stadium,HDPK Dharmasena,CK Nandan,2013-05-01_Delhi Daredevils_Kolkata Knight Riders
2013-04-30,2013,Pune,Pune Warriors,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Chennai Super Kings,37,0,MS Dhoni,Subrata Roy Sahara Stadium,S Das,SJA Taufel,2013-04-30_Pune Warriors_Chennai Super Kings
2013-04-29,2013,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,4,SV Samson,Sawai Mansingh Stadium,M Erasmus,K Srinath,2013-04-29_Rajasthan Royals_Royal Challengers Bangalore
2013-04-29,2013,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,0,normal,Mumbai Indians,4,0,RG Sharma,Wankhede Stadium,Asad Rauf,AK Chaudhary,2013-04-29_Mumbai Indians_Kings XI Punjab
2013-04-28,2013,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Chennai Super Kings,14,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,SJA Taufel,2013-04-28_Chennai Super Kings_Kolkata Knight Riders
2013-04-28,2013,Raipur,Delhi Daredevils,Pune Warriors,Pune Warriors,field,0,normal,Delhi Daredevils,15,0,DA Warner,Shaheed Veer Narayan Singh International Stadium,CK Nandan,S Ravi,2013-04-28_Delhi Daredevils_Pune Warriors
2013-04-27,2013,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0,normal,Rajasthan Royals,0,8,JP Faulkner,Sawai Mansingh Stadium,VA Kulkarni,K Srinath,2013-04-27_Rajasthan Royals_Sunrisers Hyderabad
2013-04-27,2013,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,0,normal,Mumbai Indians,58,0,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,2013-04-27_Mumbai Indians_Royal Challengers Bangalore
2013-04-26,2013,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Kolkata Knight Riders,0,6,JH Kallis,Eden Gardens,CK Nandan,S Ravi,2013-04-26_Kolkata Knight Riders_Kings XI Punjab
2013-04-25,2013,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0,normal,Chennai Super Kings,0,5,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Aleem Dar,S Das,2013-04-25_Chennai Super Kings_Sunrisers Hyderabad
2013-04-24,2013,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,0,normal,Mumbai Indians,0,5,DR Smith,Eden Gardens,HDPK Dharmasena,S Ravi,2013-04-24_Kolkata Knight Riders_Mumbai Indians
2013-04-23,2013,Bangalore,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,0,normal,Royal Challengers Bangalore,130,0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,2013-04-23_Royal Challengers Bangalore_Pune Warriors
2013-04-23,2013,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,5,Harmeet Singh,Feroz Shah Kotla,VA Kulkarni,K Srinath,2013-04-23_Delhi Daredevils_Kings XI Punjab
2013-04-22,2013,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Chennai Super Kings,0,5,MEK Hussey,"MA Chidambaram Stadium, Chepauk",S Asnani,AK Chaudhary,2013-04-22_Chennai Super Kings_Rajasthan Royals
2013-04-21,2013,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,0,normal,Delhi Daredevils,0,9,V Sehwag,Feroz Shah Kotla,HDPK Dharmasena,S Ravi,2013-04-21_Delhi Daredevils_Mumbai Indians
2013-04-21,2013,Chandigarh,Kings XI Punjab,Pune Warriors,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,7,DA Miller,"Punjab Cricket Association Stadium, Mohali",M Erasmus,K Srinath,2013-04-21_Kings XI Punjab_Pune Warriors
2013-04-20,2013,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,0,normal,Chennai Super Kings,0,4,RA Jadeja,Eden Gardens,Asad Rauf,AK Chaudhary,2013-04-20_Kolkata Knight Riders_Chennai Super Kings
2013-04-20,2013,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,2013-04-20_Royal Challengers Bangalore_Rajasthan Royals
2013-04-19,2013,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Sunrisers Hyderabad,0,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,CK Nandan,2013-04-19_Sunrisers Hyderabad_Kings XI Punjab
2013-04-18,2013,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Chennai Super Kings,86,0,MEK Hussey,Feroz Shah Kotla,M Erasmus,VA Kulkarni,2013-04-18_Delhi Daredevils_Chennai Super Kings
2013-04-17,2013,Pune,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,field,0,normal,Sunrisers Hyderabad,11,0,A Mishra,Maharashtra Cricket Association Stadium,Asad Rauf,AK Chaudhary,2013-04-17_Pune Warriors_Sunrisers Hyderabad
2013-04-17,2013,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,0,normal,Rajasthan Royals,87,0,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,2013-04-17_Rajasthan Royals_Mumbai Indians
2013-04-16,2013,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kings XI Punjab,4,0,MS Gony,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel,2013-04-16_Kings XI Punjab_Kolkata Knight Riders
2013-04-16,2013,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,0,tie,Royal Challengers Bangalore,0,0,V Kohli,M Chinnaswamy Stadium,M Erasmus,VA Kulkarni,2013-04-16_Royal Challengers Bangalore_Delhi Daredevils
2013-04-15,2013,Chennai,Chennai Super Kings,Pune Warriors,Pune Warriors,bat,0,normal,Pune Warriors,24,0,SPD Smith,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,2013-04-15_Chennai Super Kings_Pune Warriors
2013-04-14,2013,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,48,0,G Gambhir,Eden Gardens,M Erasmus,VA Kulkarni,2013-04-14_Kolkata Knight Riders_Sunrisers Hyderabad
2013-04-14,2013,Jaipur,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,6,JP Faulkner,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,2013-04-14_Rajasthan Royals_Kings XI Punjab
2013-04-13,2013,Mumbai,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,0,normal,Mumbai Indians,41,0,RG Sharma,Wankhede Stadium,S Ravi,SJA Taufel,2013-04-13_Mumbai Indians_Pune Warriors
2013-04-13,2013,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,4,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,2013-04-13_Chennai Super Kings_Royal Challengers Bangalore
2013-04-12,2013,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,0,normal,Sunrisers Hyderabad,0,3,A Mishra,Feroz Shah Kotla,Aleem Dar,Subroto Das,2013-04-12_Delhi Daredevils_Sunrisers Hyderabad
2013-04-11,2013,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,8,CH Gayle,M Chinnaswamy Stadium,Asad Rauf,AK Chaudhary,2013-04-11_Royal Challengers Bangalore_Kolkata Knight Riders
2013-04-11,2013,Pune,Pune Warriors,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Pune Warriors,0,7,AJ Finch,Subrata Roy Sahara Stadium,M Erasmus,K Srinath,2013-04-11_Pune Warriors_Rajasthan Royals
2013-04-10,2013,Chandigarh,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,10,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,C Shamshuddin,2013-04-10_Kings XI Punjab_Chennai Super Kings
2013-04-09,2013,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,0,normal,Mumbai Indians,44,0,KD Karthik,Wankhede Stadium,M Erasmus,VA Kulkarni,2013-04-09_Mumbai Indians_Delhi Daredevils
2013-04-09,2013,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0,normal,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel,2013-04-09_Royal Challengers Bangalore_Sunrisers Hyderabad
2013-04-08,2013,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Rajasthan Royals,19,0,SK Trivedi,Sawai Mansingh Stadium,Aleem Dar,S Das,2013-04-08_Rajasthan Royals_Kolkata Knight Riders
2013-04-07,2013,Pune,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,0,normal,Kings XI Punjab,0,8,M Vohra,Subrata Roy Sahara Stadium,S Asnani,SJA Taufel,2013-04-07_Pune Warriors_Kings XI Punjab
2013-04-07,2013,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,tie,Sunrisers Hyderabad,0,0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,S Ravi,2013-04-07_Sunrisers Hyderabad_Royal Challengers Bangalore
2013-04-06,2013,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Rajasthan Royals,5,0,R Dravid,Feroz Shah Kotla,S Das,C Shamshuddin,2013-04-06_Delhi Daredevils_Rajasthan Royals
2013-04-06,2013,Chennai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,9,0,KA Pollard,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,2013-04-06_Chennai Super Kings_Mumbai Indians
2013-04-05,2013,Hyderabad,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,0,normal,Sunrisers Hyderabad,22,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,2013-04-05_Sunrisers Hyderabad_Pune Warriors
2013-04-04,2013,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,0,normal,Royal Challengers Bangalore,2,0,CH Gayle,M Chinnaswamy Stadium,VA Kulkarni,C Shamshuddin,2013-04-04_Royal Challengers Bangalore_Mumbai Indians
2013-04-03,2013,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,S Ravi,SJA Taufel,2013-04-03_Kolkata Knight Riders_Delhi Daredevils
2012-05-27,2012,Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Kolkata Knight Riders,0,5,MS Bisla,"MA Chidambaram Stadium, Chepauk",BF Bowden,SJA Taufel,2012-05-27_Kolkata Knight Riders_Chennai Super Kings
2012-05-25,2012,Chennai,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,0,normal,Chennai Super Kings,86,0,M Vijay,"MA Chidambaram Stadium, Chepauk",BR Doctrove,SJA Taufel,2012-05-25_Delhi Daredevils_Chennai Super Kings
2012-05-23,2012,Bangalore,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0,normal,Chennai Super Kings,38,0,MS Dhoni,M Chinnaswamy Stadium,BF Bowden,HDPK Dharmasena,2012-05-23_Chennai Super Kings_Mumbai Indians
2012-05-22,2012,Pune,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,18,0,YK Pathan,Subrata Roy Sahara Stadium,BR Doctrove,SJA Taufel,2012-05-22_Delhi Daredevils_Kolkata Knight Riders
2012-05-20,2012,Hyderabad,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Deccan Chargers,9,0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,2012-05-20_Deccan Chargers_Royal Challengers Bangalore
2012-05-20,2012,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,0,normal,Mumbai Indians,0,10,DR Smith,Sawai Mansingh Stadium,HDPK Dharmasena,C Shamshuddin,2012-05-20_Rajasthan Royals_Mumbai Indians
2012-05-19,2012,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,6,UT Yadav,Himachal Pradesh Cricket Association Stadium,BF Bowden,VA Kulkarni,2012-05-19_Kings XI Punjab_Delhi Daredevils
2012-05-19,2012,Pune,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,34,0,Shakib Al Hasan,Subrata Roy Sahara Stadium,S Asnani,BR Doctrove,2012-05-19_Pune Warriors_Kolkata Knight Riders
2012-05-18,2012,Hyderabad,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Deccan Chargers,0,5,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,2012-05-18_Deccan Chargers_Rajasthan Royals
2012-05-17,2012,Dharamsala,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,VA Kulkarni,SK Tarapore,2012-05-17_Kings XI Punjab_Chennai Super Kings
2012-05-17,2012,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,field,0,normal,Royal Challengers Bangalore,21,0,CH Gayle,Feroz Shah Kotla,HDPK Dharmasena,C Shamshuddin,2012-05-17_Delhi Daredevils_Royal Challengers Bangalore
2012-05-16,2012,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,0,normal,Kolkata Knight Riders,32,0,SP Narine,Wankhede Stadium,S Das,BR Doctrove,2012-05-16_Mumbai Indians_Kolkata Knight Riders
2012-05-15,2012,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Delhi Daredevils,0,5,UT Yadav,Feroz Shah Kotla,HDPK Dharmasena,BNJ Oxenford,2012-05-15_Delhi Daredevils_Kings XI Punjab
2012-05-14,2012,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,5,AT Rayudu,M Chinnaswamy Stadium,S Das,BR Doctrove,2012-05-14_Royal Challengers Bangalore_Mumbai Indians
2012-05-14,2012,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,5,MEK Hussey,Eden Gardens,JD Cloete,SJA Taufel,2012-05-14_Kolkata Knight Riders_Chennai Super Kings
2012-05-13,2012,Jaipur,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,0,normal,Rajasthan Royals,45,0,A Chandila,Sawai Mansingh Stadium,BF Bowden,SK Tarapore,2012-05-13_Rajasthan Royals_Pune Warriors
2012-05-13,2012,Chandigarh,Kings XI Punjab,Deccan Chargers,Deccan Chargers,bat,0,normal,Kings XI Punjab,0,4,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,BNJ Oxenford,2012-05-13_Kings XI Punjab_Deccan Chargers
2012-05-12,2012,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,27,0,RG Sharma,Eden Gardens,S Ravi,SJA Taufel,2012-05-12_Kolkata Knight Riders_Mumbai Indians
2012-05-12,2012,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,9,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",S Das,BR Doctrove,2012-05-12_Chennai Super Kings_Delhi Daredevils
2012-05-11,2012,Pune,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,field,0,normal,Royal Challengers Bangalore,35,0,CH Gayle,Subrata Roy Sahara Stadium,BF Bowden,SK Tarapore,2012-05-11_Pune Warriors_Royal Challengers Bangalore
2012-05-10,2012,Hyderabad,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,0,normal,Delhi Daredevils,0,9,DA Warner,"Rajiv Gandhi International Stadium, Uppal",JD Cloete,SJA Taufel,2012-05-10_Deccan Chargers_Delhi Daredevils
2012-05-10,2012,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,4,BW Hilfenhaus,Sawai Mansingh Stadium,BNJ Oxenford,C Shamshuddin,2012-05-10_Rajasthan Royals_Chennai Super Kings
2012-05-09,2012,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,9,CH Gayle,Wankhede Stadium,BF Bowden,VA Kulkarni,2012-05-09_Mumbai Indians_Royal Challengers Bangalore
2012-05-08,2012,Pune,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,0,normal,Rajasthan Royals,0,7,SR Watson,Subrata Roy Sahara Stadium,Asad Rauf,BR Doctrove,2012-05-08_Pune Warriors_Rajasthan Royals
2012-05-08,2012,Hyderabad,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,0,normal,Kings XI Punjab,25,0,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,BNJ Oxenford,2012-05-08_Deccan Chargers_Kings XI Punjab
2012-05-07,2012,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,0,normal,Kolkata Knight Riders,0,6,JH Kallis,Feroz Shah Kotla,JD Cloete,S Ravi,2012-05-07_Delhi Daredevils_Kolkata Knight Riders
2012-05-06,2012,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,0,normal,Mumbai Indians,0,2,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,2012-05-06_Mumbai Indians_Chennai Super Kings
2012-05-06,2012,Bangalore,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,5,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,2012-05-06_Royal Challengers Bangalore_Deccan Chargers
2012-05-05,2012,Kolkata,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,7,0,SP Narine,Eden Gardens,BF Bowden,SK Tarapore,2012-05-05_Kolkata Knight Riders_Pune Warriors
2012-05-05,2012,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Rajasthan Royals,43,0,SR Watson,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel,2012-05-05_Kings XI Punjab_Rajasthan Royals
2012-05-04,2012,Chennai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,0,normal,Chennai Super Kings,10,0,SK Raina,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,BNJ Oxenford,2012-05-04_Chennai Super Kings_Deccan Chargers
2012-05-03,2012,Pune,Pune Warriors,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,1,0,SL Malinga,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,2012-05-03_Pune Warriors_Mumbai Indians
2012-05-02,2012,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,4,Azhar Mahmood,M Chinnaswamy Stadium,BF Bowden,C Shamshuddin,2012-05-02_Royal Challengers Bangalore_Kings XI Punjab
2012-05-01,2012,Cuttack,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,0,normal,Deccan Chargers,13,0,KC Sangakkara,Barabati Stadium,Aleem Dar,AK Chaudhary,2012-05-01_Deccan Chargers_Pune Warriors
2012-05-01,2012,Jaipur,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,0,normal,Delhi Daredevils,0,6,P Negi,Sawai Mansingh Stadium,JD Cloete,SJA Taufel,2012-05-01_Rajasthan Royals_Delhi Daredevils
2012-04-30,2012,Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0,normal,Kolkata Knight Riders,0,5,G Gambhir,"MA Chidambaram Stadium, Chepauk",BF Bowden,C Shamshuddin,2012-04-30_Chennai Super Kings_Kolkata Knight Riders
2012-04-29,2012,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,0,normal,Delhi Daredevils,1,0,V Sehwag,Feroz Shah Kotla,S Ravi,RJ Tucker,2012-04-29_Delhi Daredevils_Rajasthan Royals
