Match Date,Season,City,Team 1,Team 2,Toss Winner,Toss Decision,Dl applied,Result,Winner,Won by Runs,Won by Wickets,Player of the Match,Venue,Umpire 1,Umpire 2,Match Id
2020-09-25,2020/21,Dubai,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,0,normal,Delhi Capitals,44,0,PP Shaw,Dubai International Cricket Stadium,KN Ananthapadmanabhan,RK Illingworth,2020-09-25_Delhi Capitals_Chennai Super Kings
2020-09-24,2020/21,Dubai,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Kings XI Punjab,97,0,KL Rahul,Dubai International Cricket Stadium,AK Chaudhary,PR Reiffel,2020-09-24_Kings XI Punjab_Royal Challengers Bangalore
2020-09-23,2020/21,Abu Dhabi,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Mumbai Indians,49,0,RG Sharma,Sheikh Zayed Stadium,CB Gaffaney,S Ravi,2020-09-23_Mumbai Indians_Kolkata Knight Riders
2020-09-22,2020/21,Dubai,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,0,normal,Rajasthan Royals,16,0,SV Samson,Sharjah Cricket Stadium,C Shamshuddin,VA Kulkarni,2020-09-22_Rajasthan Royals_Chennai Super Kings
2020-09-21,2020/21,Dubai,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Royal Challengers Bangalore,10,0,YS Chahal,Dubai International Cricket Stadium,AY Dandekar,Nitin Menon,2020-09-21_Royal Challengers Bangalore_Sunrisers Hyderabad
2020-09-20,2020/21,Dubai,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,0,tie,Delhi Capitals,0,0,MP Stoinis,Dubai International Cricket Stadium,AK Chaudhary,Nitin Menon,2020-09-20_Delhi Capitals_Kings XI Punjab
2020-09-19,2020/21,Abu Dhabi,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,5,AT Rayudu,Sheikh Zayed Stadium,CB Gaffaney,VK Sharma,2020-09-19_Mumbai Indians_Chennai Super Kings
2019-05-12,2019,Hyderabad,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,0,normal,Mumbai Indians,1,0,JJ Bumrah,Rajiv Gandhi International Stadium,IJ Gould,Nitin Menon,2019-05-12_Mumbai Indians_Chennai Super Kings
2019-05-10,2019,Visakhapatnam,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,6,F du Plessis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi,2019-05-10_Delhi Capitals_Chennai Super Kings
2019-05-08,2019,Visakhapatnam,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,2,RR Pant,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,BNJ Oxenford,S Ravi,2019-05-08_Sunrisers Hyderabad_Delhi Capitals
2019-05-07,2019,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0,normal,Mumbai Indians,0,6,SA Yadav,MA Chidambaram Stadium,NJ Llong,Nitin Menon,2019-05-07_Chennai Super Kings_Mumbai Indians
2019-05-05,2019,Chandigarh,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,C Shamshuddin,KN Ananthapadmanabhan,2019-05-05_Chennai Super Kings_Kings XI Punjab
2019-05-05,2019,Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,9,HH Pandya,Wankhede Stadium,A Nand Kishore,CK Nandan,2019-05-05_Kolkata Knight Riders_Mumbai Indians
2019-05-04,2019,Delhi,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,0,normal,Delhi Capitals,0,5,A Mishra,Arun Jaitley Stadium,AY Dandekar,IJ Gould,2019-05-04_Rajasthan Royals_Delhi Capitals
2019-05-04,2019,Bengaluru,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,4,SO Hetmyer,M.Chinnaswamy Stadium,AK Chaudhary,NJ Llong,2019-05-04_Sunrisers Hyderabad_Royal Challengers Bangalore
2019-05-03,2019,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,Shubman Gill,Punjab Cricket Association IS Bindra Stadium,BNJ Oxenford,C Shamshuddin,2019-05-03_Kings XI Punjab_Kolkata Knight Riders
2019-05-02,2019,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,0,tie,Mumbai Indians,0,0,JJ Bumrah,Wankhede Stadium,CK Nandan,S Ravi,2019-05-02_Mumbai Indians_Sunrisers Hyderabad
2019-05-01,2019,Chennai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,0,normal,Chennai Super Kings,80,0,MS Dhoni,MA Chidambaram Stadium,AY Dandekar,Nitin Menon,2019-05-01_Chennai Super Kings_Delhi Capitals
2019-04-30,2019,Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,0,no result,,0,0,,M.Chinnaswamy Stadium,NJ Llong,UV Gandhe,2019-04-30_Royal Challengers Bangalore_Rajasthan Royals
2019-04-29,2019,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,0,normal,Sunrisers Hyderabad,45,0,DA Warner,Rajiv Gandhi International Stadium,CK Nandan,S Ravi,2019-04-29_Sunrisers Hyderabad_Kings XI Punjab
2019-04-28,2019,Delhi,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,0,normal,Delhi Capitals,16,0,S Dhawan,Arun Jaitley Stadium,BNJ Oxenford,KN Ananthapadmanabhan,2019-04-28_Delhi Capitals_Royal Challengers Bangalore
2019-04-28,2019,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,0,normal,Kolkata Knight Riders,34,0,AD Russell,Eden Gardens,IJ Gould,Nitin Menon,2019-04-28_Kolkata Knight Riders_Mumbai Indians
2019-04-27,2019,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,7,JD Unadkat,Sawai Mansingh Stadium,A Nand Kishore,YC Barde,2019-04-27_Sunrisers Hyderabad_Rajasthan Royals
2019-04-26,2019,Chennai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0,normal,Mumbai Indians,46,0,RG Sharma,MA Chidambaram Stadium,AK Chaudhary,NJ Llong,2019-04-26_Mumbai Indians_Chennai Super Kings
2019-04-25,2019,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,3,VR Aaron,Eden Gardens,AY Dandekar,IJ Gould,2019-04-25_Kolkata Knight Riders_Rajasthan Royals
2019-04-24,2019,Bengaluru,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,0,normal,Royal Challengers Bangalore,17,0,AB de Villiers,M.Chinnaswamy Stadium,BNJ Oxenford,C Shamshuddin,2019-04-24_Royal Challengers Bangalore_Kings XI Punjab
2019-04-23,2019,Chennai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,6,SR Watson,MA Chidambaram Stadium,AK Chaudhary,NJ Llong,2019-04-23_Sunrisers Hyderabad_Chennai Super Kings
2019-04-22,2019,Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,6,RR Pant,Sawai Mansingh Stadium,A Nand Kishore,S Ravi,2019-04-22_Rajasthan Royals_Delhi Capitals
2019-04-21,2019,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,9,KK Ahmed,Rajiv Gandhi International Stadium,NJ Llong,Nitin Menon,2019-04-21_Kolkata Knight Riders_Sunrisers Hyderabad
2019-04-21,2019,Bengaluru,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Royal Challengers Bangalore,1,0,PA Patel,M.Chinnaswamy Stadium,RJ Tucker,VA Kulkarni,2019-04-21_Royal Challengers Bangalore_Chennai Super Kings
2019-04-20,2019,Jaipur,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,5,SPD Smith,Sawai Mansingh Stadium,S Ravi,YC Barde,2019-04-20_Mumbai Indians_Rajasthan Royals
2019-04-20,2019,Delhi,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,5,SS Iyer,Arun Jaitley Stadium,C Shamshuddin,UV Gandhe,2019-04-20_Kings XI Punjab_Delhi Capitals
2019-04-19,2019,Kolkata,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Royal Challengers Bangalore,10,0,V Kohli,Eden Gardens,IJ Gould,Nitin Menon,2019-04-19_Royal Challengers Bangalore_Kolkata Knight Riders
2019-04-18,2019,Delhi,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,0,normal,Mumbai Indians,40,0,HH Pandya,Arun Jaitley Stadium,BNJ Oxenford,NJ Llong,2019-04-18_Mumbai Indians_Delhi Capitals
2019-04-17,2019,Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,0,normal,Sunrisers Hyderabad,0,6,DA Warner,Rajiv Gandhi International Stadium,IJ Gould,UV Gandhe,2019-04-17_Chennai Super Kings_Sunrisers Hyderabad
2019-04-16,2019,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,0,normal,Kings XI Punjab,12,0,R Ashwin,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,VA Kulkarni,2019-04-16_Kings XI Punjab_Rajasthan Royals
2019-04-15,2019,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,5,SL Malinga,Wankhede Stadium,M Erasmus,Nitin Menon,2019-04-15_Royal Challengers Bangalore_Mumbai Indians
2019-04-14,2019,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,5,Imran Tahir,Eden Gardens,CK Nandan,RJ Tucker,2019-04-14_Kolkata Knight Riders_Chennai Super Kings
2019-04-14,2019,Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Delhi Capitals,39,0,KMA Paul,Rajiv Gandhi International Stadium,AK Chaudhary,BNJ Oxenford,2019-04-14_Delhi Capitals_Sunrisers Hyderabad
2019-04-13,2019,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,4,JC Buttler,Wankhede Stadium,A Nand Kishore,Nitin Menon,2019-04-13_Mumbai Indians_Rajasthan Royals
2019-04-13,2019,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,8,AB de Villiers,Punjab Cricket Association IS Bindra Stadium,S Ravi,UV Gandhe,2019-04-13_Kings XI Punjab_Royal Challengers Bangalore
2019-04-12,2019,Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,7,S Dhawan,Eden Gardens,CK Nandan,YC Barde,2019-04-12_Kolkata Knight Riders_Delhi Capitals
2019-04-11,2019,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,4,MS Dhoni,Sawai Mansingh Stadium,BNJ Oxenford,UV Gandhe,2019-04-11_Rajasthan Royals_Chennai Super Kings
2019-04-10,2019,Mumbai,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,3,KA Pollard,Wankhede Stadium,S Ravi,YC Barde,2019-04-10_Kings XI Punjab_Mumbai Indians
2019-04-09,2019,Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,7,DL Chahar,MA Chidambaram Stadium,C Shamshuddin,RJ Tucker,2019-04-09_Kolkata Knight Riders_Chennai Super Kings
2019-04-08,2019,Chandigarh,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,KL Rahul,Punjab Cricket Association IS Bindra Stadium,AY Dandekar,M Erasmus,2019-04-08_Sunrisers Hyderabad_Kings XI Punjab
2019-04-07,2019,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,0,normal,Delhi Capitals,0,4,K Rabada,M.Chinnaswamy Stadium,S Ravi,YC Barde,2019-04-07_Royal Challengers Bangalore_Delhi Capitals
2019-04-07,2019,Jaipur,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,8,HF Gurney,Sawai Mansingh Stadium,AK Chaudhary,CB Gaffaney,2019-04-07_Rajasthan Royals_Kolkata Knight Riders
2019-04-06,2019,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,0,normal,Chennai Super Kings,22,0,Harbhajan Singh,MA Chidambaram Stadium,KN Ananthapadmanabhan,RJ Tucker,2019-04-06_Chennai Super Kings_Kings XI Punjab
2019-04-06,2019,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Mumbai Indians,40,0,AS Joseph,Rajiv Gandhi International Stadium,AY Dandekar,Nitin Menon,2019-04-06_Mumbai Indians_Sunrisers Hyderabad
2019-04-05,2019,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,5,AD Russell,M.Chinnaswamy Stadium,AK Chaudhary,CB Gaffaney,2019-04-05_Royal Challengers Bangalore_Kolkata Knight Riders
2019-04-04,2019,Delhi,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,5,JM Bairstow,Arun Jaitley Stadium,C Shamshuddin,KN Ananthapadmanabhan,2019-04-04_Delhi Capitals_Sunrisers Hyderabad
2019-04-03,2019,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0,normal,Mumbai Indians,37,0,HH Pandya,Wankhede Stadium,BNJ Oxenford,RJ Tucker,2019-04-03_Mumbai Indians_Chennai Super Kings
2019-04-02,2019,Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,7,S Gopal,Sawai Mansingh Stadium,AY Dandekar,M Erasmus,2019-04-02_Royal Challengers Bangalore_Rajasthan Royals
2019-04-01,2019,Chandigarh,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,0,normal,Kings XI Punjab,14,0,SM Curran,Punjab Cricket Association IS Bindra Stadium,AK Chaudhary,CB Gaffaney,2019-04-01_Kings XI Punjab_Delhi Capitals
2019-03-31,2019,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Sunrisers Hyderabad,118,0,JM Bairstow,Rajiv Gandhi International Stadium,KN Ananthapadmanabhan,S Ravi,2019-03-31_Sunrisers Hyderabad_Royal Challengers Bangalore
2019-03-31,2019,Chennai,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,0,normal,Chennai Super Kings,8,0,MS Dhoni,MA Chidambaram Stadium,CK Nandan,YC Barde,2019-03-31_Chennai Super Kings_Rajasthan Royals
2019-03-30,2019,Chandigarh,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,8,MA Agarwal,Punjab Cricket Association IS Bindra Stadium,CB Gaffaney,VA Kulkarni,2019-03-30_Mumbai Indians_Kings XI Punjab
2019-03-30,2019,Delhi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,0,tie,Delhi Capitals,0,0,PP Shaw,Arun Jaitley Stadium,AY Dandekar,Nitin Menon,2019-03-30_Kolkata Knight Riders_Delhi Capitals
2019-03-29,2019,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,0,normal,Sunrisers Hyderabad,0,5,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,C Shamshuddin,2019-03-29_Rajasthan Royals_Sunrisers Hyderabad
2019-03-28,2019,Bengaluru,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Mumbai Indians,6,0,JJ Bumrah,M.Chinnaswamy Stadium,CK Nandan,S Ravi,2019-03-28_Mumbai Indians_Royal Challengers Bangalore
2019-03-27,2019,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kolkata Knight Riders,28,0,AD Russell,Eden Gardens,AK Chaudhary,VA Kulkarni,2019-03-27_Kolkata Knight Riders_Kings XI Punjab
2019-03-26,2019,Delhi,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,0,normal,Chennai Super Kings,0,6,SR Watson,Arun Jaitley Stadium,M Erasmus,Nitin Menon,2019-03-26_Delhi Capitals_Chennai Super Kings
2019-03-25,2019,Jaipur,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,0,normal,Kings XI Punjab,14,0,CH Gayle,Sawai Mansingh Stadium,C Shamshuddin,KN Ananthapadmanabhan,2019-03-25_Kings XI Punjab_Rajasthan Royals
2019-03-24,2019,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,AD Russell,Eden Gardens,AK Chaudhary,CB Gaffaney,2019-03-24_Sunrisers Hyderabad_Kolkata Knight Riders
2019-03-24,2019,Mumbai,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,0,normal,Delhi Capitals,37,0,RR Pant,Wankhede Stadium,S Ravi,YC Barde,2019-03-24_Delhi Capitals_Mumbai Indians
2019-03-23,2019,Chennai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,7,Harbhajan Singh,MA Chidambaram Stadium,AY Dandekar,BNJ Oxenford,2019-03-23_Royal Challengers Bangalore_Chennai Super Kings
2018-05-27,2018,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,8,SR Watson,Wankhede Stadium,M Erasmus,S Ravi,2018-05-27_Sunrisers Hyderabad_Chennai Super Kings
2018-05-25,2018,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Sunrisers Hyderabad,14,0,Rashid Khan,Eden Gardens,HDPK Dharmasena,Nitin Menon,2018-05-25_Sunrisers Hyderabad_Kolkata Knight Riders
2018-05-23,2018,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,0,normal,Kolkata Knight Riders,25,0,AD Russell,Eden Gardens,AK Chaudhary,Nitin Menon,2018-05-23_Kolkata Knight Riders_Rajasthan Royals
2018-05-22,2018,Mumbai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,2,F du Plessis,Wankhede Stadium,C Shamshuddin,M Erasmus,2018-05-22_Sunrisers Hyderabad_Chennai Super Kings
2018-05-20,2018,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,0,normal,Delhi Daredevils,11,0,A Mishra,Arun Jaitley Stadium,HDPK Dharmasena,CK Nandan,2018-05-20_Delhi Daredevils_Mumbai Indians
2018-05-20,2018,Pune,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,5,L Ngidi,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde,2018-05-20_Kings XI Punjab_Chennai Super Kings
2018-05-19,2018,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,0,normal,Rajasthan Royals,30,0,S Gopal,Sawai Mansingh Stadium,BNJ Oxenford,VK Sharma,2018-05-19_Rajasthan Royals_Royal Challengers Bangalore
2018-05-19,2018,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,0,normal,Kolkata Knight Riders,0,5,CA Lynn,Rajiv Gandhi International Stadium,AK Chaudhary,S Ravi,2018-05-19_Sunrisers Hyderabad_Kolkata Knight Riders
2018-05-18,2018,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,0,normal,Delhi Daredevils,34,0,HV Patel,Arun Jaitley Stadium,HDPK Dharmasena,VA Kulkarni,2018-05-18_Delhi Daredevils_Chennai Super Kings
2018-05-17,2018,Bengaluru,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Royal Challengers Bangalore,14,0,AB de Villiers,M.Chinnaswamy Stadium,AY Dandekar,S Ravi,2018-05-17_Royal Challengers Bangalore_Sunrisers Hyderabad
2018-05-16,2018,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,0,normal,Mumbai Indians,3,0,JJ Bumrah,Wankhede Stadium,M Erasmus,Nitin Menon,2018-05-16_Mumbai Indians_Kings XI Punjab
2018-05-15,2018,Kolkata,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,Kuldeep Yadav,Eden Gardens,AK Chaudhary,HDPK Dharmasena,2018-05-15_Rajasthan Royals_Kolkata Knight Riders
2018-05-14,2018,Indore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,10,UT Yadav,Holkar Cricket Stadium,BNJ Oxenford,VK Sharma,2018-05-14_Kings XI Punjab_Royal Challengers Bangalore
2018-05-13,2018,Pune,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,8,AT Rayudu,Maharashtra Cricket Association Stadium,M Erasmus,YC Barde,2018-05-13_Sunrisers Hyderabad_Chennai Super Kings
2018-05-13,2018,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,7,JC Buttler,Wankhede Stadium,Nitin Menon,S Ravi,2018-05-13_Mumbai Indians_Rajasthan Royals
2018-05-12,2018,Indore,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kolkata Knight Riders,31,0,SP Narine,Holkar Cricket Stadium,CK Nandan,VK Sharma,2018-05-12_Kolkata Knight Riders_Kings XI Punjab
2018-05-12,2018,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,5,AB de Villiers,Arun Jaitley Stadium,KN Ananthapadmanabhan,HDPK Dharmasena,2018-05-12_Delhi Daredevils_Royal Challengers Bangalore
2018-05-11,2018,Jaipur,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,0,normal,Rajasthan Royals,0,4,JC Buttler,Sawai Mansingh Stadium,M Erasmus,YC Barde,2018-05-11_Chennai Super Kings_Rajasthan Royals
2018-05-10,2018,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,0,normal,Sunrisers Hyderabad,0,9,S Dhawan,Arun Jaitley Stadium,AY Dandekar,C Shamshuddin,2018-05-10_Delhi Daredevils_Sunrisers Hyderabad
2018-05-09,2018,Kolkata,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Mumbai Indians,102,0,Ishan Kishan,Eden Gardens,KN Ananthapadmanabhan,AK Chaudhary,2018-05-09_Mumbai Indians_Kolkata Knight Riders
2018-05-08,2018,Jaipur,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,0,normal,Rajasthan Royals,15,0,JC Buttler,Sawai Mansingh Stadium,M Erasmus,Nitin Menon,2018-05-08_Rajasthan Royals_Kings XI Punjab
2018-05-07,2018,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Sunrisers Hyderabad,5,0,KS Williamson,Rajiv Gandhi International Stadium,BNJ Oxenford,VK Sharma,2018-05-07_Sunrisers Hyderabad_Royal Challengers Bangalore
2018-05-06,2018,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,A Deshmukh,HDPK Dharmasena,2018-05-06_Mumbai Indians_Kolkata Knight Riders
2018-05-06,2018,Indore,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,Mujeeb Ur Rahman,Holkar Cricket Stadium,C Shamshuddin,S Ravi,2018-05-06_Rajasthan Royals_Kings XI Punjab
2018-05-05,2018,Pune,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,YC Barde,2018-05-05_Royal Challengers Bangalore_Chennai Super Kings
2018-05-05,2018,Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,0,normal,Sunrisers Hyderabad,0,7,Rashid Khan,Rajiv Gandhi International Stadium,BNJ Oxenford,CK Nandan,2018-05-05_Delhi Daredevils_Sunrisers Hyderabad
2018-05-04,2018,Indore,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,6,SA Yadav,Holkar Cricket Stadium,AY Dandekar,S Ravi,2018-05-04_Kings XI Punjab_Mumbai Indians
2018-05-03,2018,Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,A Deshmukh,HDPK Dharmasena,2018-05-03_Chennai Super Kings_Kolkata Knight Riders
2018-05-02,2018,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,1,normal,Delhi Daredevils,4,0,RR Pant,Arun Jaitley Stadium,CK Nandan,VK Sharma,2018-05-02_Delhi Daredevils_Rajasthan Royals
2018-05-01,2018,Bengaluru,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,0,normal,Royal Challengers Bangalore,14,0,TG Southee,M.Chinnaswamy Stadium,M Erasmus,Nitin Menon,2018-05-01_Royal Challengers Bangalore_Mumbai Indians
2018-04-30,2018,Pune,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,0,normal,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,AY Dandekar,C Shamshuddin,2018-04-30_Chennai Super Kings_Delhi Daredevils
2018-04-29,2018,Jaipur,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,0,normal,Sunrisers Hyderabad,11,0,KS Williamson,Sawai Mansingh Stadium,BNJ Oxenford,A Nand Kishore,2018-04-29_Sunrisers Hyderabad_Rajasthan Royals
2018-04-29,2018,Bengaluru,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,CA Lynn,M.Chinnaswamy Stadium,AK Chaudhary,NJ Llong,2018-04-29_Royal Challengers Bangalore_Kolkata Knight Riders
2018-04-28,2018,Pune,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,CB Gaffaney,Nitin Menon,2018-04-28_Chennai Super Kings_Mumbai Indians
2018-04-27,2018,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Delhi Daredevils,55,0,SS Iyer,Arun Jaitley Stadium,C Shamshuddin,S Ravi,2018-04-27_Delhi Daredevils_Kolkata Knight Riders
